fips,hud_area_name,hud_area_code,countyname,county_town_name,state,state_alpha,metro,pop2020,fmr_0,fmr_1,fmr_2,fmr_3,fmr_4
0100199999,"Montgomery, AL MSA",METRO33860M33860,Autauga County,,01,AL,1,55639,716,817,977,1241,1595
0100399999,"Daphne-Fairhope-Foley, AL MSA",METRO19300M19300,Baldwin County,,01,AL,1,218289,924,928,1206,1534,1971
0100599999,"Barbour County, AL",NCNTY01005N01005,Barbour County,,01,AL,0,25026,558,562,740,941,994
0100799999,"Birmingham-Hoover, AL HUD Metro FMR Area",METRO13820M13820,Bibb County,,01,AL,1,22374,866,942,1075,1376,1494
0100999999,"Birmingham-Hoover, AL HUD Metro FMR Area",METRO13820M13820,Blount County,,01,AL,1,57755,866,942,1075,1376,1494
0101199999,"Bullock County, AL",NCNTY01011N01011,Bullock County,,01,AL,0,10173,620,631,820,999,1229
0101399999,"Butler County, AL",NCNTY01013N01013,Butler County,,01,AL,0,19726,576,664,761,926,1022
0101599999,"Anniston-Oxford-Jacksonville, AL MSA",METRO11500M11500,Calhoun County,,01,AL,1,114324,605,609,802,1088,1178
0101799999,"Chambers County, AL",NCNTY01017N01017,Chambers County,,01,AL,0,33427,688,692,911,1109,1224
0101999999,"Cherokee County, AL",NCNTY01019N01019,Cherokee County,,01,AL,0,26035,574,584,759,959,1097
0102199999,"Chilton County, AL HUD Metro FMR Area",METRO13820N01021,Chilton County,,01,AL,1,44147,617,634,755,1036,1040
0102399999,"Choctaw County, AL",NCNTY01023N01023,Choctaw County,,01,AL,0,12755,560,562,740,921,1260
0102599999,"Clarke County, AL",NCNTY01025N01025,Clarke County,,01,AL,0,23866,560,573,740,1052,1260
0102799999,"Clay County, AL",NCNTY01027N01027,Clay County,,01,AL,0,13285,520,626,740,1001,1154
0102999999,"Cleburne County, AL",NCNTY01029N01029,Cleburne County,,01,AL,0,14952,561,594,741,966,1110
0103199999,"Coffee County, AL",NCNTY01031N01031,Coffee County,,01,AL,0,52238,607,625,803,1141,1250
0103399999,"Florence-Muscle Shoals, AL MSA",METRO22520M22520,Colbert County,,01,AL,1,54957,574,617,811,1000,1249
0103599999,"Conecuh County, AL",NCNTY01035N01035,Conecuh County,,01,AL,0,12219,560,655,740,1008,1109
0103799999,"Coosa County, AL",NCNTY01037N01037,Coosa County,,01,AL,0,10696,579,589,766,932,1148
0103999999,"Covington County, AL",NCNTY01039N01039,Covington County,,01,AL,0,37096,558,562,740,986,1214
0104199999,"Crenshaw County, AL",NCNTY01041N01041,Crenshaw County,,01,AL,0,13826,560,562,740,901,994
0104399999,"Cullman County, AL",NCNTY01043N01043,Cullman County,,01,AL,0,83345,627,655,815,1097,1125
0104599999,"Dale County, AL",NCNTY01045N01045,Dale County,,01,AL,0,49293,633,636,740,1052,1260
0104799999,"Dallas County, AL",NCNTY01047N01047,Dallas County,,01,AL,0,38184,597,600,790,961,1061
0104999999,"DeKalb County, AL",NCNTY01049N01049,DeKalb County,,01,AL,0,71430,560,579,740,1015,1153
0105199999,"Montgomery, AL MSA",METRO33860M33860,Elmore County,,01,AL,1,81526,716,817,977,1241,1595
0105399999,"Escambia County, AL",NCNTY01053N01053,Escambia County,,01,AL,0,36775,560,606,740,946,1164
0105599999,"Gadsden, AL MSA",METRO23460M23460,Etowah County,,01,AL,1,102721,514,660,769,973,1033
0105799999,"Fayette County, AL",NCNTY01057N01057,Fayette County,,01,AL,0,16406,560,655,740,924,1109
0105999999,"Franklin County, AL",NCNTY01059N01059,Franklin County,,01,AL,0,31587,560,655,740,901,1251
0106199999,"Dothan, AL HUD Metro FMR Area",METRO20020M20020,Geneva County,,01,AL,1,26383,619,622,761,1015,1156
0106399999,"Greene County, AL HUD Metro FMR Area",METRO46220M01063,Greene County,,01,AL,1,8221,623,627,794,966,1067
0106599999,"Tuscaloosa, AL HUD Metro FMR Area",METRO46220M46220,Hale County,,01,AL,1,14754,816,822,1018,1277,1368
0106799999,"Henry County, AL HUD Metro FMR Area",METRO20020N01067,Henry County,,01,AL,1,17123,558,562,740,985,1001
0106999999,"Dothan, AL HUD Metro FMR Area",METRO20020M20020,Houston County,,01,AL,1,105319,619,622,761,1015,1156
0107199999,"Jackson County, AL",NCNTY01071N01071,Jackson County,,01,AL,0,51765,560,624,740,901,1247
0107399999,"Birmingham-Hoover, AL HUD Metro FMR Area",METRO13820M13820,Jefferson County,,01,AL,1,658615,866,942,1075,1376,1494
0107599999,"Lamar County, AL",NCNTY01075N01075,Lamar County,,01,AL,0,13854,560,613,740,1011,1109
0107799999,"Florence-Muscle Shoals, AL MSA",METRO22520M22520,Lauderdale County,,01,AL,1,92870,574,617,811,1000,1249
0107999999,"Decatur, AL MSA",METRO19460M19460,Lawrence County,,01,AL,1,32969,623,651,795,1038,1151
0108199999,"Auburn-Opelika, AL MSA",METRO12220M12220,Lee County,,01,AL,1,163461,722,774,992,1327,1393
0108399999,"Huntsville, AL MSA",METRO26620M26620,Limestone County,,01,AL,1,96921,737,872,1029,1354,1612
0108599999,"Montgomery, AL MSA",METRO33860M33860,Lowndes County,,01,AL,1,9936,716,817,977,1241,1595
0108799999,"Macon County, AL",NCNTY01087N01087,Macon County,,01,AL,0,18437,584,586,772,977,1315
0108999999,"Huntsville, AL MSA",METRO26620M26620,Madison County,,01,AL,1,367686,737,872,1029,1354,1612
0109199999,"Marengo County, AL",NCNTY01091N01091,Marengo County,,01,AL,0,19138,560,655,740,929,1109
0109399999,"Marion County, AL",NCNTY01093N01093,Marion County,,01,AL,0,29818,495,562,740,960,1260
0109599999,"Marshall County, AL",NCNTY01095N01095,Marshall County,,01,AL,0,96137,565,569,740,990,994
0109799999,"Mobile, AL HUD Metro FMR Area",METRO33660M33660,Mobile County,,01,AL,1,413977,738,793,986,1318,1400
0109999999,"Monroe County, AL",NCNTY01099N01099,Monroe County,,01,AL,0,21006,560,655,740,1046,1078
0110199999,"Montgomery, AL MSA",METRO33860M33860,Montgomery County,,01,AL,1,226451,716,817,977,1241,1595
0110399999,"Decatur, AL MSA",METRO19460M19460,Morgan County,,01,AL,1,119352,623,651,795,1038,1151
0110599999,"Perry County, AL",NCNTY01105N01105,Perry County,,01,AL,0,9104,604,707,799,972,1197
0110799999,"Pickens County, AL HUD Metro FMR Area",METRO46220N01107,Pickens County,,01,AL,1,20049,558,562,740,979,994
0110999999,"Pike County, AL",NCNTY01109N01109,Pike County,,01,AL,0,33274,673,676,890,1083,1196
0111199999,"Randolph County, AL",NCNTY01111N01111,Randolph County,,01,AL,0,22732,560,655,740,1052,1109
0111399999,"Columbus, GA-AL HUD Metro FMR Area",METRO17980M17980,Russell County,,01,AL,1,57938,759,819,945,1276,1610
0111599999,"Birmingham-Hoover, AL HUD Metro FMR Area",METRO13820M13820,St. Clair County,,01,AL,1,88929,866,942,1075,1376,1494
0111799999,"Birmingham-Hoover, AL HUD Metro FMR Area",METRO13820M13820,Shelby County,,01,AL,1,216350,866,942,1075,1376,1494
0111999999,"Sumter County, AL",NCNTY01119N01119,Sumter County,,01,AL,0,12595,679,690,897,1092,1211
0112199999,"Talladega County, AL",NCNTY01121N01121,Talladega County,,01,AL,0,80244,504,573,754,1033,1102
0112399999,"Tallapoosa County, AL",NCNTY01123N01123,Tallapoosa County,,01,AL,0,40450,598,600,790,1049,1076
0112599999,"Tuscaloosa, AL HUD Metro FMR Area",METRO46220M46220,Tuscaloosa County,,01,AL,1,208854,816,822,1018,1277,1368
0112799999,"Walker County, AL",NCNTY01127N01127,Walker County,,01,AL,0,63802,560,562,740,1004,1042
0112999999,"Washington County, AL HUD Metro FMR Area",METRO33660M01129,Washington County,,01,AL,1,16336,661,712,883,1075,1252
0113199999,"Wilcox County, AL",NCNTY01131N01131,Wilcox County,,01,AL,0,10552,675,686,892,1086,1198
0113399999,"Winston County, AL",NCNTY01133N01133,Winston County,,01,AL,0,23712,560,562,740,1014,1018
0201399999,"Aleutians East Borough, AK",NCNTY02013N02013,Aleutians East Borough,,02,AK,0,3389,865,937,1234,1502,1873
0201699999,"Aleutians West Census Area, AK",NCNTY02016N02016,Aleutians West Census Area,,02,AK,0,5708,1202,1365,1797,2187,2414
0202099999,"Anchorage, AK HUD Metro FMR Area",METRO11260M11260,Anchorage Municipality,,02,AK,1,292090,932,1027,1352,1921,2303
0205099999,"Bethel Census Area, AK",NCNTY02050N02050,Bethel Census Area,,02,AK,0,18263,1417,1426,1819,2214,2444
0206099999,"Bristol Bay Borough, AK",NCNTY02060N02060,Bristol Bay Borough,,02,AK,0,739,769,833,1097,1559,1665
0206399999,"Chugach Census Area, AK",NCTNY02063N02063,Chugach Census Area,,02,AK,0,6495,899,974,1282,1663,1946
0206699999,"Copper River Census Area, AK",NCTNY02066N02066,Copper River Census Area,,02,AK,0,2894,781,889,1168,1518,1990
0206899999,"Denali Borough, AK",NCNTY02068N02068,Denali Borough,,02,AK,0,2502,1021,1106,1456,1772,2210
0207099999,"Dillingham Census Area, AK",NCNTY02070N02070,Dillingham Census Area,,02,AK,0,4934,884,958,1261,1535,1694
0209099999,"Fairbanks, AK MSA",METRO21820M21820,Fairbanks North Star Borough,,02,AK,1,98455,993,1128,1485,2110,2529
0210099999,"Haines Borough, AK",NCNTY02100N02100,Haines Borough,,02,AK,0,2547,919,996,1311,1700,1990
0210599999,"Hoonah-Angoon Census Area, AK",NCNTY02105N02105,Hoonah-Angoon Census Area,,02,AK,0,2135,855,928,1219,1529,1850
0211099999,"Juneau City and Borough, AK",NCNTY02110N02110,Juneau City and Borough,,02,AK,0,32099,1002,1176,1499,2130,2236
0212299999,"Kenai Peninsula Borough, AK",NCNTY02122N02122,Kenai Peninsula Borough,,02,AK,0,58809,901,903,1179,1676,1895
0213099999,"Ketchikan Gateway Borough, AK",NCNTY02130N02130,Ketchikan Gateway Borough,,02,AK,0,13833,905,1029,1354,1815,2306
0215099999,"Kodiak Island Borough, AK",NCNTY02150N02150,Kodiak Island Borough,,02,AK,0,13383,1094,1243,1636,2023,2431
0215899999,Kusilvak Census Area,NCNTY02158N02158,Kusilvak Census Area,,02,AK,0,8298,640,694,913,1111,1386
0216499999,"Lake and Peninsula Borough, AK",NCNTY02164N02164,Lake and Peninsula Borough,,02,AK,0,1156,605,733,863,1204,1310
0217099999,"Matanuska-Susitna Borough, AK HUD Metro FMR Area",METRO11260N02170,Matanuska-Susitna Borough,,02,AK,1,107360,830,884,1164,1654,1983
0218099999,"Nome Census Area, AK",NCNTY02180N02180,Nome Census Area,,02,AK,0,10009,1156,1163,1467,2085,2227
0218599999,"North Slope Borough, AK",NCNTY02185N02185,North Slope Borough,,02,AK,0,9375,1188,1349,1776,2162,2386
0218899999,"Northwest Arctic Borough, AK",NCNTY02188N02188,Northwest Arctic Borough,,02,AK,0,7709,1150,1307,1720,2302,2311
0219599999,Petersburg Borough,NCNTY02195N02195,Petersburg Borough,Petersburg Census Area,02,AK,0,3278,893,976,1274,1551,2069
0219899999,"Prince of Wales-Hyder Census Area, AK",NCNTY02198N02198,Prince of Wales-Hyder Census Area,,02,AK,0,6338,764,866,1020,1331,1370
0222099999,"Sitka City and Borough, AK",NCNTY02220N02220,Sitka City and Borough,,02,AK,0,8569,956,1110,1316,1870,2228
0223099999,"Skagway Municipality, AK",NCNTY02230N02230,Skagway Municipality,,02,AK,0,1300,963,1072,1389,1690,2108
0224099999,"Southeast Fairbanks Census Area, AK",NCNTY02240N02240,Southeast Fairbanks Census Area,,02,AK,0,6911,867,977,1237,1651,1994
0227599999,"Wrangell City and Borough, AK",NCNTY02275N02275,Wrangell City and Borough,,02,AK,0,2510,694,754,993,1411,1507
0228299999,"Yakutat City and Borough, AK",NCNTY02282N02282,Yakutat City and Borough,,02,AK,0,597,884,958,1261,1535,1914
0229099999,"Yukon-Koyukuk Census Area, AK",NCNTY02290N02290,Yukon-Koyukuk Census Area,,02,AK,0,5305,829,847,957,1351,1453
0400199999,"Apache County, AZ",NCNTY04001N04001,Apache County,,04,AZ,0,71714,618,703,925,1233,1284
0400399999,"Sierra Vista-Douglas, AZ MSA",METRO43420M43420,Cochise County,,04,AZ,1,126442,727,775,964,1370,1642
0400599999,"Flagstaff, AZ MSA",METRO22380M22380,Coconino County,,04,AZ,1,142254,1227,1308,1615,1974,2387
0400799999,"Gila County, AZ",NCNTY04007N04007,Gila County,,04,AZ,0,53846,830,836,1100,1517,1522
0400999999,"Graham County, AZ",NCNTY04009N04009,Graham County,,04,AZ,0,38304,845,850,1026,1458,1748
0401199999,"Greenlee County, AZ",NCNTY04011N04011,Greenlee County,,04,AZ,0,9465,639,846,955,1162,1288
0401299999,"La Paz County, AZ",NCNTY04012N04012,La Paz County,,04,AZ,0,21035,743,844,1111,1579,1605
0401399999,"Phoenix-Mesa-Scottsdale, AZ MSA",METRO38060M38060,Maricopa County,,04,AZ,1,4412779,1344,1467,1740,2386,2716
0401599999,"Lake Havasu City-Kingman, AZ MSA",METRO29420M29420,Mohave County,,04,AZ,1,210998,711,831,1058,1473,1651
0401799999,"Navajo County, AZ",NCNTY04017N04017,Navajo County,,04,AZ,0,110271,722,788,1037,1336,1393
0401999999,"Tucson, AZ MSA",METRO46060M46060,Pima County,,04,AZ,1,1038476,786,893,1175,1670,1955
0402199999,"Phoenix-Mesa-Scottsdale, AZ MSA",METRO38060M38060,Pinal County,,04,AZ,1,447559,1344,1467,1740,2386,2716
0402399999,"Santa Cruz County, AZ",NCNTY04023N04023,Santa Cruz County,,04,AZ,0,46594,605,688,905,1240,1245
0402599999,"Prescott Valley-Prescott, AZ MSA",METRO39150M39150,Yavapai County,,04,AZ,1,232396,857,1042,1281,1769,2045
0402799999,"Yuma, AZ MSA",METRO49740M49740,Yuma County,,04,AZ,1,211931,810,815,1073,1514,1828
0500199999,"Arkansas County, AR",NCNTY05001N05001,Arkansas County,,05,AR,0,17761,509,578,761,926,1110
0500399999,"Ashley County, AR",NCNTY05003N05003,Ashley County,,05,AR,0,20000,594,597,720,876,1226
0500599999,"Baxter County, AR",NCNTY05005N05005,Baxter County,,05,AR,0,41673,599,603,794,981,1130
0500799999,"Fayetteville-Springdale-Rogers, AR MSA",METRO22220M22220,Benton County,,05,AR,1,273510,720,764,930,1322,1582
0500999999,"Boone County, AR",NCNTY05009N05009,Boone County,,05,AR,0,37525,539,594,720,1023,1084
0501199999,"Bradley County, AR",NCNTY05011N05011,Bradley County,,05,AR,0,10805,539,568,720,1005,1226
0501399999,"Calhoun County, AR",NCNTY05013N05013,Calhoun County,,05,AR,0,5160,608,617,812,988,1155
0501599999,"Carroll County, AR",NCNTY05015N05015,Carroll County,,05,AR,0,28062,485,552,726,884,975
0501799999,"Chicot County, AR",NCNTY05017N05017,Chicot County,,05,AR,0,10433,543,547,720,976,1226
0501999999,"Clark County, AR",NCNTY05019N05019,Clark County,,05,AR,0,22341,552,629,720,1006,1130
0502199999,"Clay County, AR",NCNTY05021N05021,Clay County,,05,AR,0,14710,543,547,720,917,1154
0502399999,"Cleburne County, AR",NCNTY05023N05023,Cleburne County,,05,AR,0,25063,583,591,778,949,1045
0502599999,"Pine Bluff, AR MSA",METRO38220M38220,Cleveland County,,05,AR,1,8063,580,619,815,1026,1095
0502799999,"Columbia County, AR",NCNTY05027N05027,Columbia County,,05,AR,0,23620,543,547,720,964,967
0502999999,"Conway County, AR",NCNTY05029N05029,Conway County,,05,AR,0,20895,539,547,720,1002,1105
0503199999,"Jonesboro, AR HUD Metro FMR Area",METRO27860MM3700,Craighead County,,05,AR,1,109081,562,665,840,1088,1431
0503399999,"Fort Smith, AR-OK HUD Metro FMR Area",METRO22900M22900,Crawford County,,05,AR,1,63118,601,605,797,1102,1270
0503599999,"Memphis, TN-MS-AR HUD Metro FMR Area",METRO32820M32820,Crittenden County,,05,AR,1,48381,800,902,1032,1365,1584
0503799999,"Cross County, AR",NCNTY05037N05037,Cross County,,05,AR,0,16576,554,561,739,1034,1259
0503999999,"Dallas County, AR",NCNTY05039N05039,Dallas County,,05,AR,0,7114,539,547,720,1023,1024
0504199999,"Desha County, AR",NCNTY05041N05041,Desha County,,05,AR,0,11538,539,566,720,979,1226
0504399999,"Drew County, AR",NCNTY05043N05043,Drew County,,05,AR,0,18263,570,578,761,933,1112
0504599999,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",METRO30780M30780,Faulkner County,,05,AR,1,124800,791,805,920,1227,1468
0504799999,"Franklin County, AR HUD Metro FMR Area",METRO22900M05047,Franklin County,,05,AR,1,17785,581,588,720,887,1226
0504999999,"Fulton County, AR",NCNTY05049N05049,Fulton County,,05,AR,0,12301,481,547,720,1000,1167
0505199999,"Hot Springs, AR MSA",METRO26300M26300,Garland County,,05,AR,1,99043,646,673,879,1088,1424
0505399999,"Grant County, AR HUD Metro FMR Area",METRO30780N05053,Grant County,,05,AR,1,18229,679,691,789,1005,1256
0505599999,"Greene County, AR",NCNTY05055N05055,Greene County,,05,AR,0,45197,556,646,742,1055,1081
0505799999,"Hempstead County, AR",NCNTY05057N05057,Hempstead County,,05,AR,0,21695,575,583,768,998,1238
0505999999,"Hot Spring County, AR",NCNTY05059N05059,Hot Spring County,,05,AR,0,33667,535,557,733,977,1193
0506199999,"Howard County, AR",NCNTY05061N05061,Howard County,,05,AR,0,13267,489,563,720,882,967
0506399999,"Independence County, AR",NCNTY05063N05063,Independence County,,05,AR,0,37585,544,552,726,950,975
0506599999,"Izard County, AR",NCNTY05065N05065,Izard County,,05,AR,0,13596,539,585,720,929,1024
0506799999,"Jackson County, AR",NCNTY05067N05067,Jackson County,,05,AR,0,16908,539,547,720,876,1024
0506999999,"Pine Bluff, AR MSA",METRO38220M38220,Jefferson County,,05,AR,1,68123,580,619,815,1026,1095
0507199999,"Johnson County, AR",NCNTY05071N05071,Johnson County,,05,AR,0,26475,547,555,730,970,981
0507399999,"Lafayette County, AR",NCNTY05073N05073,Lafayette County,,05,AR,0,6728,539,547,720,876,1024
0507599999,"Lawrence County, AR",NCNTY05075N05075,Lawrence County,,05,AR,0,16511,539,547,720,957,1134
0507799999,"Lee County, AR",NCNTY05077N05077,Lee County,,05,AR,0,8963,539,547,720,1023,1024
0507999999,"Pine Bluff, AR MSA",METRO38220M38220,Lincoln County,,05,AR,1,13278,580,619,815,1026,1095
0508199999,"Little River County, AR HUD Metro FMR Area",METRO45500N05081,Little River County,,05,AR,1,12345,543,547,720,1023,1226
0508399999,"Logan County, AR",NCNTY05083N05083,Logan County,,05,AR,0,21619,507,637,720,996,1016
0508599999,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",METRO30780M30780,Lonoke County,,05,AR,1,73163,791,805,920,1227,1468
0508799999,"Fayetteville-Springdale-Rogers, AR MSA",METRO22220M22220,Madison County,,05,AR,1,16393,720,764,930,1322,1582
0508999999,"Marion County, AR",NCNTY05089N05089,Marion County,,05,AR,0,16586,546,554,729,887,979
0509199999,"Texarkana, TX-Texarkana, AR HUD Metro FMR Area",METRO45500M45500,Miller County,,05,AR,1,43515,704,709,890,1109,1444
0509399999,"Mississippi County, AR",NCNTY05093N05093,Mississippi County,,05,AR,0,41396,532,568,720,964,967
0509599999,"Monroe County, AR",NCNTY05095N05095,Monroe County,,05,AR,0,6879,481,547,720,945,1024
0509799999,"Montgomery County, AR",NCNTY05097N05097,Montgomery County,,05,AR,0,8964,539,637,720,993,1226
0509999999,"Nevada County, AR",NCNTY05099N05099,Nevada County,,05,AR,0,8249,616,625,823,1002,1171
0510199999,"Newton County, AR",NCNTY05101N05101,Newton County,,05,AR,0,7753,539,605,720,884,1226
0510399999,"Ouachita County, AR",NCNTY05103N05103,Ouachita County,,05,AR,0,23597,624,630,720,964,967
0510599999,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",METRO30780M30780,Perry County,,05,AR,1,10342,791,805,920,1227,1468
0510799999,"Phillips County, AR",NCNTY05107N05107,Phillips County,,05,AR,0,18151,539,554,720,1023,1226
0510999999,"Pike County, AR",NCNTY05109N05109,Pike County,,05,AR,0,10714,539,579,720,940,1120
0511199999,"Poinsett County, AR HUD Metro FMR Area",METRO27860N05111,Poinsett County,,05,AR,1,23747,543,547,720,892,967
0511399999,"Polk County, AR",NCNTY05113N05113,Polk County,,05,AR,0,19999,505,579,756,920,1115
0511599999,"Pope County, AR",NCNTY05115N05115,Pope County,,05,AR,0,63926,560,596,748,1054,1092
0511799999,"Prairie County, AR",NCNTY05117N05117,Prairie County,,05,AR,0,8138,561,569,749,912,1065
0511999999,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",METRO30780M30780,Pulaski County,,05,AR,1,393078,791,805,920,1227,1468
0512199999,"Randolph County, AR",NCNTY05121N05121,Randolph County,,05,AR,0,17934,624,637,720,980,1226
0512399999,"St. Francis County, AR",NCNTY05123N05123,St. Francis County,,05,AR,0,25477,571,575,720,1023,1041
0512599999,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",METRO30780M30780,Saline County,,05,AR,1,120990,791,805,920,1227,1468
0512799999,"Scott County, AR",NCNTY05127N05127,Scott County,,05,AR,0,10269,539,547,720,911,1024
0512999999,"Searcy County, AR",NCNTY05129N05129,Searcy County,,05,AR,0,7898,539,547,720,930,1024
0513199999,"Fort Smith, AR-OK HUD Metro FMR Area",METRO22900M22900,Sebastian County,,05,AR,1,127670,601,605,797,1102,1270
0513399999,"Sevier County, AR",NCNTY05133N05133,Sevier County,,05,AR,0,16947,539,600,720,962,1030
0513599999,"Sharp County, AR",NCNTY05135N05135,Sharp County,,05,AR,0,17217,525,571,720,879,1126
0513799999,"Stone County, AR",NCNTY05137N05137,Stone County,,05,AR,0,12582,539,547,720,1023,1024
0513999999,"Union County, AR",NCNTY05139N05139,Union County,,05,AR,0,39089,638,642,764,1068,1095
0514199999,"Van Buren County, AR",NCNTY05141N05141,Van Buren County,,05,AR,0,16578,500,547,720,879,967
0514399999,"Fayetteville-Springdale-Rogers, AR MSA",METRO22220M22220,Washington County,,05,AR,1,236198,720,764,930,1322,1582
0514599999,"White County, AR",NCNTY05145N05145,White County,,05,AR,0,78725,503,596,739,998,1246
0514799999,"Woodruff County, AR",NCNTY05147N05147,Woodruff County,,05,AR,0,6477,539,547,720,951,1024
0514999999,"Yell County, AR",NCNTY05149N05149,Yell County,,05,AR,0,21425,539,574,720,964,1024
0600199999,"Oakland-Fremont, CA HUD Metro FMR Area",METRO41860MM5775,Alameda County,,06,CA,1,1661584,1658,1969,2405,3144,3706
0600399999,"Alpine County, CA",NCNTY06003N06003,Alpine County,,06,CA,0,1159,776,867,1140,1620,1841
0600599999,"Amador County, CA",NCNTY06005N06005,Amador County,,06,CA,0,39023,992,998,1199,1704,2042
0600799999,"Chico, CA MSA",METRO17020M17020,Butte County,,06,CA,1,223344,893,941,1239,1761,2110
0600999999,"Calaveras County, CA",NCNTY06009N06009,Calaveras County,,06,CA,0,45828,919,925,1161,1650,1889
0601199999,"Colusa County, CA",NCNTY06011N06011,Colusa County,,06,CA,0,21491,741,746,982,1341,1356
0601399999,"Oakland-Fremont, CA HUD Metro FMR Area",METRO41860MM5775,Contra Costa County,,06,CA,1,1147788,1658,1969,2405,3144,3706
0601599999,"Del Norte County, CA",NCNTY06015N06015,Del Norte County,,06,CA,0,27692,693,875,1037,1421,1766
0601799999,"Sacramento--Roseville--Arden-Arcade, CA HUD Metro FMR Area",METRO40900M40900,El Dorado County,,06,CA,1,190345,1277,1400,1756,2496,2907
0601999999,"Fresno, CA MSA",METRO23420M23420,Fresno County,,06,CA,1,990204,991,997,1258,1772,2029
0602199999,"Glenn County, CA",NCNTY06021N06021,Glenn County,,06,CA,0,28060,668,759,999,1272,1511
0602399999,"Humboldt County, CA",NCNTY06023N06023,Humboldt County,,06,CA,0,136101,812,907,1183,1681,2015
0602599999,"El Centro, CA MSA",METRO20940M20940,Imperial County,,06,CA,1,180580,772,904,1155,1606,1952
0602799999,"Inyo County, CA",NCNTY06027N06027,Inyo County,,06,CA,0,17930,795,961,1189,1555,1920
0602999999,"Bakersfield, CA MSA",METRO12540M12540,Kern County,,06,CA,1,892458,863,869,1137,1616,1937
0603199999,"Hanford-Corcoran, CA MSA",METRO25260M25260,Kings County,,06,CA,1,151090,1030,1036,1287,1829,2091
0603399999,"Lake County, CA",NCNTY06033N06033,Lake County,,06,CA,0,64276,747,849,1117,1587,1872
0603599999,"Lassen County, CA",NCNTY06035N06035,Lassen County,,06,CA,0,30600,650,738,972,1381,1424
0603799999,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,Los Angeles County,,06,CA,1,10040682,1534,1747,2222,2888,3170
0603999999,"Madera, CA MSA",METRO31460M31460,Madera County,,06,CA,1,155925,967,973,1258,1784,1971
0604199999,"San Francisco, CA HUD Metro FMR Area",METRO41860MM7360,Marin County,,06,CA,1,259441,2156,2665,3188,3912,4283
0604399999,"Mariposa County, CA",NCNTY06043N06043,Mariposa County,,06,CA,0,17319,794,857,1086,1543,1850
0604599999,"Mendocino County, CA",NCNTY06045N06045,Mendocino County,,06,CA,0,87110,988,995,1305,1844,2223
0604799999,"Merced, CA MSA",METRO32900M32900,Merced County,,06,CA,1,273661,854,1017,1243,1767,2117
0604999999,"Modoc County, CA",NCNTY06049N06049,Modoc County,,06,CA,0,8853,674,678,832,1073,1344
0605199999,"Mono County, CA",NCNTY06051N06051,Mono County,,06,CA,0,14395,1061,1137,1386,1970,2238
0605399999,"Salinas, CA MSA",METRO41500M41500,Monterey County,,06,CA,1,432977,2112,2194,2675,3790,4144
0605599999,"Napa, CA MSA",METRO34900M34900,Napa County,,06,CA,1,138572,1597,1814,2388,3288,3332
0605799999,"Nevada County, CA",NCNTY06057N06057,Nevada County,,06,CA,0,99417,1047,1054,1387,1971,2257
0605999999,"Santa Ana-Anaheim-Irvine, CA HUD Metro FMR Area",METRO31080MM5945,Orange County,,06,CA,1,3170345,1939,2113,2539,3448,4032
0606199999,"Sacramento--Roseville--Arden-Arcade, CA HUD Metro FMR Area",METRO40900M40900,Placer County,,06,CA,1,391799,1277,1400,1756,2496,2907
0606399999,"Plumas County, CA",NCNTY06063N06063,Plumas County,,06,CA,0,18844,681,772,1000,1421,1634
0606599999,"Riverside-San Bernardino-Ontario, CA MSA",METRO40140M40140,Riverside County,,06,CA,1,2437864,1281,1398,1751,2376,2922
0606799999,"Sacramento--Roseville--Arden-Arcade, CA HUD Metro FMR Area",METRO40900M40900,Sacramento County,,06,CA,1,1537948,1277,1400,1756,2496,2907
0606999999,"San Benito County, CA HUD Metro FMR Area",METRO41940N06069,San Benito County,,06,CA,1,61547,1441,1637,2155,3063,3671
0607199999,"Riverside-San Bernardino-Ontario, CA MSA",METRO40140M40140,San Bernardino County,,06,CA,1,2162532,1281,1398,1751,2376,2922
0607399999,"San Diego-Carlsbad, CA MSA",METRO41740M41740,San Diego County,,06,CA,1,3323970,1714,1885,2399,3279,3988
0607599999,"San Francisco, CA HUD Metro FMR Area",METRO41860MM7360,San Francisco County,,06,CA,1,874784,2156,2665,3188,3912,4283
0607799999,"Stockton-Lodi, CA MSA",METRO44700M44700,San Joaquin County,,06,CA,1,751615,1040,1158,1513,2150,2577
0607999999,"San Luis Obispo-Paso Robles-Arroyo Grande, CA MSA",METRO42020M42020,San Luis Obispo County,,06,CA,1,282517,1394,1561,2055,2834,3155
0608199999,"San Francisco, CA HUD Metro FMR Area",METRO41860MM7360,San Mateo County,,06,CA,1,765623,2156,2665,3188,3912,4283
0608399999,"Santa Maria-Santa Barbara, CA MSA",METRO42200M42200,Santa Barbara County,,06,CA,1,444895,2040,2350,2667,3520,4001
0608599999,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",METRO41940M41940,Santa Clara County,,06,CA,1,1924379,2223,2513,2941,3750,4202
