fips,fmr_0,fmr_1,fmr_2,fmr_3,fmr_4,state,hud_area_code,countyname,pop,state_alpha,metro
100199999,581,696,825,1043,1436,1,METRO33860M33860,Autauga County,54571,AL,1
100399999,756,773,888,1252,1501,1,METRO19300M19300,Baldwin County,182265,AL,1
100599999,500,503,666,838,941,1,NCNTY01005N01005,Barbour County,27457,AL,0
100799999,706,763,873,1154,1282,1,METRO13820M13820,Bibb County,22915,AL,1
100999999,706,763,873,1154,1282,1,METRO13820M13820,Blount County,57322,AL,1
101199999,492,501,628,832,887,1,NCNTY01011N01011,Bullock County,10914,AL,0
101399999,473,476,628,814,1103,1,NCNTY01013N01013,Butler County,20947,AL,0
101599999,457,513,676,886,1031,1,METRO11500M11500,Calhoun County,118572,AL,1
101799999,467,579,691,868,958,1,NCNTY01017N01017,Chambers County,34215,AL,0
101999999,472,475,628,846,849,1,NCNTY01019N01019,Cherokee County,25989,AL,0
102199999,517,549,628,908,1103,1,METRO13820N01021,Chilton County,43643,AL,1
102399999,498,501,663,831,937,1,NCNTY01023N01023,Choctaw County,13859,AL,0
102599999,492,538,628,908,927,1,NCNTY01025N01025,Clarke County,25833,AL,0
102799999,535,549,628,908,1103,1,NCNTY01027N01027,Clay County,13932,AL,0
102999999,472,475,628,824,1103,1,NCNTY01029N01029,Cleburne County,14972,AL,0
103199999,555,558,680,983,1194,1,NCNTY01031N01031,Coffee County,49948,AL,0
103399999,531,534,675,888,1130,1,METRO22520M22520,Colbert County,54428,AL,1
103599999,474,478,628,884,887,1,NCNTY01035N01035,Conecuh County,13228,AL,0
103799999,508,511,676,857,955,1,NCNTY01037N01037,Coosa County,11539,AL,0
103999999,485,488,628,842,1093,1,NCNTY01039N01039,Covington County,37765,AL,0
104199999,472,475,628,787,966,1,NCNTY01041N01041,Crenshaw County,13906,AL,0
104399999,497,535,662,892,895,1,NCNTY01043N01043,Cullman County,80406,AL,0
104599999,477,501,629,850,1105,1,NCNTY01045N01045,Dale County,50251,AL,0
104799999,507,524,628,812,890,1,NCNTY01047N01047,Dallas County,43820,AL,0
104999999,484,487,646,833,891,1,NCNTY01049N01049,DeKalb County,71109,AL,0
105199999,581,696,825,1043,1436,1,METRO33860M33860,Elmore County,79303,AL,1
105399999,492,549,628,838,860,1,NCNTY01053N01053,Escambia County,38319,AL,0
105599999,497,500,662,836,969,1,METRO23460M23460,Etowah County,104430,AL,1
105799999,492,549,628,841,887,1,NCNTY01057N01057,Fayette County,17241,AL,0
105999999,492,543,628,787,849,1,NCNTY01059N01059,Franklin County,31704,AL,0
106199999,515,519,682,906,1047,1,METRO20020M20020,Geneva County,26790,AL,1
106399999,492,549,628,884,887,1,NCNTY01063N01063,Greene County,9045,AL,0
106599999,658,705,847,1092,1145,1,METRO46220M46220,Hale County,15760,AL,1
106799999,493,549,628,802,1103,1,METRO20020N01067,Henry County,17302,AL,1
106999999,515,519,682,906,1047,1,METRO20020M20020,Houston County,101547,AL,1
107199999,438,576,681,853,921,1,NCNTY01071N01071,Jackson County,53227,AL,0
107399999,706,763,873,1154,1282,1,METRO13820M13820,Jefferson County,658466,AL,1
107599999,492,546,628,908,940,1,NCNTY01075N01075,Lamar County,14564,AL,0
107799999,531,534,675,888,1130,1,METRO22520M22520,Lauderdale County,92709,AL,1
107999999,448,528,681,879,935,1,METRO19460M19460,Lawrence County,34339,AL,1
108199999,547,627,814,1083,1285,1,METRO12220M12220,Lee County,140247,AL,1
108399999,586,685,809,1084,1421,1,METRO26620M26620,Limestone County,82782,AL,1
108599999,581,696,825,1043,1436,1,METRO33860M33860,Lowndes County,11299,AL,1
108799999,472,475,628,852,1072,1,NCNTY01087N01087,Macon County,21452,AL,0
108999999,586,685,809,1084,1421,1,METRO26620M26620,Madison County,334811,AL,1
109199999,492,539,628,908,1103,1,NCNTY01091N01091,Marengo County,21027,AL,0
109399999,472,475,628,844,1056,1,NCNTY01093N01093,Marion County,30776,AL,0
109599999,483,486,643,866,869,1,NCNTY01095N01095,Marshall County,93019,AL,0
109799999,677,681,848,1122,1274,1,METRO33660M33660,Mobile County,412992,AL,1
109999999,492,549,628,787,892,1,NCNTY01099N01099,Monroe County,23068,AL,0
110199999,581,696,825,1043,1436,1,METRO33860M33860,Montgomery County,229363,AL,1
110399999,448,528,681,879,935,1,METRO19460M19460,Morgan County,119490,AL,1
110599999,535,549,628,803,947,1,NCNTY01105N01105,Perry County,10591,AL,0
110799999,478,481,628,846,849,1,METRO46220N01107,Pickens County,19746,AL,1
110999999,482,540,628,849,849,1,NCNTY01109N01109,Pike County,32899,AL,0
111199999,407,519,628,908,925,1,NCNTY01111N01111,Randolph County,22913,AL,0
111399999,643,714,862,1175,1514,1,METRO17980M17980,Russell County,52947,AL,1
111599999,706,763,873,1154,1282,1,METRO13820M13820,St. Clair County,83593,AL,1
111799999,706,763,873,1154,1282,1,METRO13820M13820,Shelby County,195085,AL,1
111999999,557,561,742,930,1003,1,NCNTY01119N01119,Sumter County,13763,AL,0
112199999,505,508,672,880,923,1,NCNTY01121N01121,Talladega County,82291,AL,0
112399999,521,539,628,882,1017,1,NCNTY01123N01123,Tallapoosa County,41616,AL,0
112599999,658,705,847,1092,1145,1,METRO46220M46220,Tuscaloosa County,194656,AL,1
112799999,499,502,664,832,999,1,METRO13820N01127,Walker County,67023,AL,1
112999999,496,504,633,793,894,1,NCNTY01129N01129,Washington County,17581,AL,0
113199999,492,549,628,884,887,1,NCNTY01131N01131,Wilcox County,11670,AL,0
113399999,472,475,628,908,962,1,NCNTY01133N01133,Winston County,24484,AL,0
201399999,794,856,1118,1401,1511,2,NCNTY02013N02013,Aleutians East Borough,3141,AK,0
201699999,1065,1253,1657,2076,2522,2,NCNTY02016N02016,Aleutians West Census Area,5561,AK,0
202099999,931,1005,1313,1898,2306,2,METRO11260M11260,Anchorage Municipality,291826,AK,1
205099999,1151,1365,1563,1958,2113,2,NCNTY02050N02050,Bethel Census Area,17013,AK,0
206099999,879,952,1238,1667,1673,2,NCNTY02060N02060,Bristol Bay Borough,997,AK,0
206899999,1061,1150,1494,1872,2274,2,NCNTY02068N02068,Denali Borough,1826,AK,0
207099999,1004,1068,1312,1813,1814,2,NCNTY02070N02070,Dillingham Census Area,4847,AK,0
209099999,871,1025,1356,1961,2382,2,METRO21820M21820,Fairbanks North Star Borough,97581,AK,1
210099999,719,779,1012,1316,1540,2,NCNTY02100N02100,Haines Borough,2508,AK,0
210599999,556,756,866,1166,1171,2,NCNTY02105N02105,Hoonah-Angoon Census Area,2150,AK,0
211099999,936,1101,1457,2083,2559,2,NCNTY02110N02110,Juneau City and Borough,31275,AK,0
212299999,854,863,1139,1511,1654,2,NCNTY02122N02122,Kenai Peninsula Borough,55400,AK,0
213099999,854,1005,1330,1785,2336,2,NCNTY02130N02130,Ketchikan Gateway Borough,13477,AK,0
215099999,954,1031,1222,1646,1652,2,NCNTY02150N02150,Kodiak Island Borough,13592,AK,0
215899999,661,813,931,1166,1258,2,NCNTY02158N02158,Kusilvak Census Area,7459,AK,0
216499999,633,720,892,1118,1567,2,NCNTY02164N02164,Lake and Peninsula Borough,1631,AK,0
217099999,768,815,1078,1559,1893,2,METRO11260N02170,Matanuska-Susitna Borough,88995,AK,1
218099999,1027,1340,1599,2003,2161,2,NCNTY02180N02180,Nome Census Area,9492,AK,0
218599999,1012,1160,1328,1664,1847,2,NCNTY02185N02185,North Slope Borough,9430,AK,0
218899999,1129,1158,1326,1786,1792,2,NCNTY02188N02188,Northwest Arctic Borough,7523,AK,0
219599999,712,864,1108,1388,1686,2,NCNTY02195N02195,Petersburg Census Area,3815,AK,0
219899999,804,810,1071,1342,1448,2,NCNTY02198N02198,Prince of Wales-Hyder Census Area,5559,AK,0
222099999,916,1050,1253,1786,2201,2,NCNTY02220N02220,Sitka City and Borough,8881,AK,0
223099999,964,1139,1357,1962,2065,2,NCNTY02230N02230,Skagway Municipality,968,AK,0
224099999,876,1029,1234,1784,2167,2,NCNTY02240N02240,Southeast Fairbanks Census Area,7029,AK,0
226199999,793,924,1222,1531,1860,2,NCNTY02261N02261,Valdez-Cordova Census Area,9636,AK,0
227599999,743,748,989,1252,1505,2,NCNTY02275N02275,Wrangell City and Borough,2369,AK,0
228299999,834,888,1175,1472,1788,2,NCNTY02282N02282,Yakutat City and Borough,662,AK,0
229099999,554,675,780,1128,1370,2,NCNTY02290N02290,Yukon-Koyukuk Census Area,5588,AK,0
400199999,530,591,722,1017,1178,4,NCNTY04001N04001,Apache County,71518,AZ,0
400399999,638,642,823,1190,1446,4,METRO43420M43420,Cochise County,131346,AZ,1
400599999,898,1007,1237,1611,1948,4,METRO22380M22380,Coconino County,134421,AZ,1
400799999,668,672,889,1146,1202,4,NCNTY04007N04007,Gila County,53597,AZ,0
400999999,617,701,840,1215,1405,4,NCNTY04009N04009,Graham County,37220,AZ,0
401199999,526,541,716,897,1011,4,NCNTY04011N04011,Greenlee County,8437,AZ,0
401299999,605,622,823,1076,1178,4,NCNTY04012N04012,La Paz County,20489,AZ,0
401399999,744,868,1073,1551,1776,4,METRO38060M38060,Maricopa County,3817117,AZ,1
401599999,556,615,776,1119,1218,4,METRO29420M29420,Mohave County,200186,AZ,1
401799999,615,619,796,1067,1182,4,NCNTY04017N04017,Navajo County,107449,AZ,0
401999999,580,683,903,1306,1543,4,METRO46060M46060,Pima County,980263,AZ,1
402199999,744,868,1073,1551,1776,4,METRO38060M38060,Pinal County,375770,AZ,1
402399999,557,566,749,1009,1012,4,NCNTY04023N04023,Santa Cruz County,47420,AZ,0
402599999,717,724,958,1358,1381,4,METRO39140M39140,Yavapai County,211033,AZ,1
402799999,565,603,798,1154,1402,4,METRO49740M49740,Yuma County,195751,AZ,1
500199999,481,491,650,878,929,5,NCNTY05001N05001,Arkansas County,19019,AR,0
500399999,481,546,650,862,879,5,NCNTY05003N05003,Ashley County,21853,AR,0
500599999,486,541,715,907,966,5,NCNTY05005N05005,Baxter County,41513,AR,0
500799999,547,586,758,1081,1331,5,METRO22220M22220,Benton County,221339,AR,1
500999999,482,492,651,941,1045,5,NCNTY05009N05009,Boone County,36903,AR,0
501199999,425,522,662,829,960,5,NCNTY05011N05011,Bradley County,11508,AR,0
501399999,500,590,675,846,982,5,NCNTY05013N05013,Calhoun County,5368,AR,0
501599999,496,499,660,852,973,5,NCNTY05015N05015,Carroll County,27446,AR,0
501799999,481,568,650,865,992,5,NCNTY05017N05017,Chicot County,11800,AR,0
501999999,482,497,651,866,1024,5,NCNTY05019N05019,Clark County,22995,AR,0
502199999,481,491,650,873,1035,5,NCNTY05021N05021,Clay County,16083,AR,0
502399999,518,529,700,916,1054,5,NCNTY05023N05023,Cleburne County,25970,AR,0
502599999,525,545,716,897,1127,5,METRO38220M38220,Cleveland County,8689,AR,1
502799999,464,559,650,914,1004,5,NCNTY05027N05027,Columbia County,24552,AR,0
502999999,477,510,675,846,922,5,NCNTY05029N05029,Conway County,21273,AR,0
503199999,507,609,756,1052,1131,5,METRO27860MM3700,Craighead County,96443,AR,1
503399999,495,529,700,957,1144,5,METRO22900M22900,Crawford County,61948,AR,1
503599999,658,742,875,1194,1372,5,METRO32820M32820,Crittenden County,50902,AR,1
503799999,526,537,710,892,960,5,NCNTY05037N05037,Cross County,17870,AR,0
503999999,481,491,650,902,905,5,NCNTY05039N05039,Dallas County,8116,AR,0
504199999,481,491,650,899,946,5,NCNTY05041N05041,Desha County,13008,AR,0
504399999,481,491,650,867,887,5,NCNTY05043N05043,Drew County,18509,AR,0
504599999,617,702,831,1108,1310,5,METRO30780M30780,Faulkner County,113237,AR,1
504799999,483,493,652,817,949,5,NCNTY05047N05047,Franklin County,18125,AR,0
504999999,481,491,650,910,913,5,NCNTY05049N05049,Fulton County,12245,AR,0
505199999,551,587,776,972,1154,5,METRO26300M26300,Garland County,96024,AR,1
505399999,519,609,697,901,1068,5,METRO30780N05053,Grant County,17853,AR,1
505599999,516,588,697,940,1165,5,NCNTY05055N05055,Greene County,42090,AR,0
505799999,483,493,652,817,881,5,NCNTY05057N05057,Hempstead County,22609,AR,0
505999999,490,540,662,873,1082,5,NCNTY05059N05059,Hot Spring County,32923,AR,0
506199999,433,493,650,818,1007,5,NCNTY05061N05061,Howard County,13789,AR,0
506399999,488,491,650,814,908,5,NCNTY05063N05063,Independence County,36647,AR,0
506599999,481,491,650,863,879,5,NCNTY05065N05065,Izard County,13696,AR,0
506799999,436,491,650,814,994,5,NCNTY05067N05067,Jackson County,17997,AR,0
506999999,525,545,716,897,1127,5,METRO38220M38220,Jefferson County,77435,AR,1
507199999,504,507,671,854,1037,5,NCNTY05071N05071,Johnson County,25540,AR,0
507399999,481,540,650,854,1080,5,NCNTY05073N05073,Lafayette County,7645,AR,0
507599999,481,510,650,870,1044,5,NCNTY05075N05075,Lawrence County,17415,AR,0
507799999,481,491,650,940,1071,5,NCNTY05077N05077,Lee County,10424,AR,0
507999999,525,545,716,897,1127,5,METRO38220M38220,Lincoln County,14134,AR,1
508199999,461,491,650,883,1004,5,METRO45500N05081,Little River County,13171,AR,1
508399999,481,534,650,826,879,5,NCNTY05083N05083,Logan County,22353,AR,0
508599999,617,702,831,1108,1310,5,METRO30780M30780,Lonoke County,68356,AR,1
508799999,547,586,758,1081,1331,5,METRO22220M22220,Madison County,15717,AR,1
508999999,452,528,650,821,1142,5,NCNTY05089N05089,Marion County,16653,AR,0
509199999,569,625,798,1018,1255,5,METRO45500M45500,Miller County,43462,AR,1
509399999,441,519,687,874,929,5,NCNTY05093N05093,Mississippi County,46480,AR,0
509599999,481,516,650,833,1139,5,NCNTY05095N05095,Monroe County,8149,AR,0
509799999,488,491,650,834,1142,5,NCNTY05097N05097,Montgomery County,9487,AR,0
509999999,555,566,749,938,1012,5,NCNTY05099N05099,Nevada County,8997,AR,0
510199999,481,501,650,940,946,5,NCNTY05101N05101,Newton County,8330,AR,0
510399999,520,523,650,862,908,5,NCNTY05103N05103,Ouachita County,26120,AR,0
510599999,617,702,831,1108,1310,5,METRO30780M30780,Perry County,10445,AR,1
510799999,481,491,650,934,1142,5,NCNTY05107N05107,Phillips County,21757,AR,0
510999999,553,568,650,833,1043,5,NCNTY05109N05109,Pike County,11291,AR,0
511199999,488,491,650,875,879,5,METRO27860N05111,Poinsett County,24583,AR,1
511399999,464,510,650,814,1108,5,NCNTY05113N05113,Polk County,20662,AR,0
511599999,524,528,698,1009,1078,5,NCNTY05115N05115,Pope County,61754,AR,0
511799999,481,491,650,814,946,5,NCNTY05117N05117,Prairie County,8715,AR,0
511999999,617,702,831,1108,1310,5,METRO30780M30780,Pulaski County,382748,AR,1
512199999,481,491,650,814,946,5,NCNTY05121N05121,Randolph County,17969,AR,0
512399999,443,491,650,940,1142,5,NCNTY05123N05123,St. Francis County,28258,AR,0
512599999,617,702,831,1108,1310,5,METRO30780M30780,Saline County,107118,AR,1
512799999,488,491,650,814,946,5,NCNTY05127N05127,Scott County,11233,AR,0
512999999,481,495,650,926,946,5,NCNTY05129N05129,Searcy County,8195,AR,0
513199999,495,529,700,957,1144,5,METRO22900M22900,Sebastian County,125744,AR,1
513399999,418,503,650,814,946,5,NCNTY05133N05133,Sevier County,17058,AR,0
513599999,418,491,650,874,979,5,NCNTY05135N05135,Sharp County,17264,AR,0
513799999,481,491,650,814,879,5,NCNTY05137N05137,Stone County,12394,AR,0
513999999,553,568,650,867,1125,5,NCNTY05139N05139,Union County,41639,AR,0
514199999,481,491,650,814,879,5,NCNTY05141N05141,Van Buren County,17295,AR,0
514399999,547,586,758,1081,1331,5,METRO22220M22220,Washington County,203065,AR,1
514599999,510,536,689,962,1190,5,NCNTY05145N05145,White County,77076,AR,0
514799999,429,508,650,814,879,5,NCNTY05147N05147,Woodruff County,7260,AR,0
514999999,473,540,650,894,1006,5,NCNTY05149N05149,Yell County,22185,AR,0
600199999,1397,1693,2109,2902,3558,6,METRO41860MM5775,Alameda County,1510271,CA,1
600399999,657,734,965,1378,1551,6,NCNTY06003N06003,Alpine County,1175,CA,0
600599999,814,819,1084,1567,1789,6,NCNTY06005N06005,Amador County,38091,CA,0
600799999,808,894,1144,1654,1921,6,METRO17020M17020,Butte County,220000,CA,1
600999999,633,799,930,1345,1634,6,NCNTY06009N06009,Calaveras County,45578,CA,0
601199999,608,736,893,1291,1569,6,NCNTY06011N06011,Colusa County,21419,CA,0
601399999,1397,1693,2109,2902,3558,6,METRO41860MM5775,Contra Costa County,1049025,CA,1
601599999,643,749,945,1312,1516,6,NCNTY06015N06015,Del Norte County,28610,CA,0
601799999,853,968,1220,1764,2143,6,METRO40900M40900,El Dorado County,181058,CA,1
601999999,668,769,956,1364,1584,6,METRO23420M23420,Fresno County,930450,CA,1
602199999,569,632,836,1047,1130,6,NCNTY06021N06021,Glenn County,28122,CA,0
602399999,665,765,998,1443,1660,6,NCNTY06023N06023,Humboldt County,134623,CA,0
602599999,612,733,953,1247,1657,6,METRO20940M20940,Imperial County,174528,CA,1
602799999,772,776,929,1251,1256,6,NCNTY06027N06027,Inyo County,18546,CA,0
602999999,700,711,926,1334,1587,6,METRO12540M12540,Kern County,839631,CA,1
603199999,778,811,987,1427,1559,6,METRO25260M25260,Kings County,152982,CA,1
603399999,617,735,960,1388,1517,6,NCNTY06033N06033,Lake County,64665,CA,0
603599999,577,641,848,1226,1356,6,NCNTY06035N06035,Lassen County,34895,CA,0
603799999,1158,1384,1791,2401,2641,6,METRO31080MM4480,Los Angeles County,9818605,CA,1
603999999,766,771,1020,1450,1609,6,METRO31460M31460,Madera County,150865,CA,1
604199999,1822,2255,2809,3663,3912,6,METRO41860MM7360,Marin County,252409,CA,1
604399999,662,736,973,1337,1709,6,NCNTY06043N06043,Mariposa County,18251,CA,0
604599999,742,815,1078,1527,1735,6,NCNTY06045N06045,Mendocino County,87841,CA,0
604799999,579,680,839,1213,1465,6,METRO32900M32900,Merced County,255793,CA,1
604999999,476,529,700,1012,1125,6,NCNTY06049N06049,Modoc County,9686,CA,0
605199999,803,945,1250,1606,2009,6,NCNTY06051N06051,Mono County,14202,CA,0
605399999,1089,1240,1540,2219,2378,6,METRO41500M41500,Monterey County,415057,CA,1
605599999,1095,1289,1705,2465,2685,6,METRO34900M34900,Napa County,136484,CA,1
605799999,778,916,1211,1751,1978,6,NCNTY06057N06057,Nevada County,98764,CA,0
605999999,1415,1632,2037,2862,3304,6,METRO31080MM5945,Orange County,3010232,CA,1
606199999,853,968,1220,1764,2143,6,METRO40900M40900,Placer County,348432,CA,1
606399999,612,744,899,1181,1327,6,NCNTY06063N06063,Plumas County,20007,CA,0
606599999,826,986,1232,1717,2132,6,METRO40140M40140,Riverside County,2189641,CA,1
606799999,853,968,1220,1764,2143,6,METRO40900M40900,Sacramento County,1418788,CA,1
606999999,1314,1323,1750,2530,3074,6,METRO41940N06069,San Benito County,55269,CA,1
607199999,826,986,1232,1717,2132,6,METRO40140M40140,San Bernardino County,2035210,CA,1
607399999,1333,1490,1938,2776,3404,6,METRO41740M41740,San Diego County,3095313,CA,1
607599999,1822,2255,2809,3663,3912,6,METRO41860MM7360,San Francisco County,805235,CA,1
607799999,702,826,1092,1579,1918,6,METRO44700M44700,San Joaquin County,685306,CA,1
607999999,1059,1196,1542,2230,2708,6,METRO42020M42020,San Luis Obispo County,269637,CA,1
608199999,1822,2255,2809,3663,3912,6,METRO41860MM7360,San Mateo County,718451,CA,1
608399999,1403,1667,1951,2625,3040,6,METRO42200M42200,Santa Barbara County,423895,CA,1
608599999,1865,2212,2712,3658,4198,6,METRO41940M41940,Santa Clara County,1781642,CA,1
608799999,1567,1844,2439,3241,3701,6,METRO42100M42100,Santa Cruz County,262382,CA,1
608999999,659,758,980,1417,1721,6,METRO39820M39820,Shasta County,177223,CA,1
609199999,881,984,1294,1848,2079,6,NCNTY06091N06091,Sierra County,3240,CA,0
609399999,540,635,840,1156,1349,6,NCNTY06093N06093,Siskiyou County,44900,CA,0
609599999,983,1184,1443,2086,2531,6,METRO46700M46700,Solano County,413344,CA,1
609799999,1254,1447,1887,2728,3298,6,METRO42220M42220,Sonoma County,483878,CA,1
609999999,722,803,1016,1451,1715,6,METRO33700M33700,Stanislaus County,514453,CA,1
610199999,670,674,878,1269,1542,6,METRO49700M49700,Sutter County,94737,CA,1
610399999,599,633,837,1142,1151,6,NCNTY06103N06103,Tehama County,63463,CA,0
610599999,575,639,845,1222,1358,6,NCNTY06105N06105,Trinity County,13786,CA,0
610799999,695,699,925,1291,1525,6,METRO47300M47300,Tulare County,442179,CA,1
610999999,660,797,992,1365,1616,6,NCNTY06109N06109,Tuolumne County,55365,CA,0
611199999,1153,1362,1795,2518,3019,6,METRO37100M37100,Ventura County,823318,CA,1
611399999,953,1015,1342,1935,2357,6,METRO40900MM9270,Yolo County,200849,CA,1
611599999,670,674,878,1269,1542,6,METRO49700M49700,Yuba County,72155,CA,1
800199999,1029,1204,1508,2119,2461,8,METRO19740M19740,Adams County,441603,CO,1
800399999,662,666,791,1052,1212,8,NCNTY08003N08003,Alamosa County,15445,CO,0
800599999,1029,1204,1508,2119,2461,8,METRO19740M19740,Arapahoe County,572003,CO,1
800799999,752,756,954,1251,1479,8,NCNTY08007N08007,Archuleta County,12084,CO,0
800999999,596,604,700,1012,1230,8,NCNTY08009N08009,Baca County,3788,CO,0
801199999,623,627,752,957,1016,8,NCNTY08011N08011,Bent County,6499,CO,0
801399999,1130,1242,1516,2126,2384,8,METRO14500M14500,Boulder County,294567,CO,1
801499999,1029,1204,1508,2119,2461,8,METRO19740M19740,Broomfield County,55889,CO,1
801599999,559,760,870,1172,1176,8,NCNTY08015N08015,Chaffee County,17809,CO,0
801799999,526,529,700,877,968,8,NCNTY08017N08017,Cheyenne County,1836,CO,0
801999999,1029,1204,1508,2119,2461,8,METRO19740M19740,Clear Creek County,9088,CO,1
802199999,560,564,700,905,946,8,NCNTY08021N08021,Conejos County,8256,CO,0
802399999,563,567,715,896,1095,8,NCNTY08023N08023,Costilla County,3524,CO,0
802599999,645,662,758,950,1025,8,NCNTY08025N08025,Crowley County,5823,CO,0
802799999,586,590,744,1027,1307,8,NCNTY08027N08027,Custer County,4255,CO,0
802999999,701,705,933,1195,1271,8,NCNTY08029N08029,Delta County,30952,CO,0
803199999,1029,1204,1508,2119,2461,8,METRO19740M19740,Denver County,600158,CO,1
803399999,596,611,700,1012,1072,8,NCNTY08033N08033,Dolores County,2064,CO,0
803599999,1029,1204,1508,2119,2461,8,METRO19740M19740,Douglas County,285465,CO,1
803799999,920,1120,1432,1794,2092,8,NCNTY08037N08037,Eagle County,52197,CO,0
803999999,1029,1204,1508,2119,2461,8,METRO19740M19740,Elbert County,23086,CO,1
804199999,684,833,1064,1538,1869,8,METRO17820M17820,El Paso County,622263,CO,1
804399999,617,621,811,1147,1266,8,NCNTY08043N08043,Fremont County,46824,CO,0
804599999,892,897,1161,1616,2013,8,NCNTY08045N08045,Garfield County,56389,CO,0
804799999,1029,1204,1508,2119,2461,8,METRO19740M19740,Gilpin County,5441,CO,1
804999999,681,801,1060,1434,1624,8,NCNTY08049N08049,Grand County,14843,CO,0
805199999,750,755,913,1272,1604,8,NCNTY08051N08051,Gunnison County,15324,CO,0
805399999,588,735,841,1155,1288,8,NCNTY08053N08053,Hinsdale County,843,CO,0
805599999,607,611,762,998,1030,8,NCNTY08055N08055,Huerfano County,6711,CO,0
805799999,690,694,876,1098,1342,8,NCNTY08057N08057,Jackson County,1394,CO,0
805999999,1029,1204,1508,2119,2461,8,METRO19740M19740,Jefferson County,534543,CO,1
806199999,707,712,898,1233,1376,8,NCNTY08061N08061,Kiowa County,1398,CO,0
806399999,557,561,742,948,1303,8,NCNTY08063N08063,Kit Carson County,8270,CO,0
806599999,744,754,874,1240,1339,8,NCNTY08065N08065,Lake County,7310,CO,0
806799999,832,901,1034,1495,1643,8,NCNTY08067N08067,La Plata County,51334,CO,0
806999999,892,1025,1253,1812,2201,8,METRO22660M22660,Larimer County,299630,CO,1
807199999,635,639,845,1185,1239,8,NCNTY08071N08071,Las Animas County,15507,CO,0
807399999,591,595,787,1043,1382,8,NCNTY08073N08073,Lincoln County,5467,CO,0
807599999,656,660,791,1144,1289,8,NCNTY08075N08075,Logan County,22709,CO,0
807799999,584,637,842,1217,1479,8,METRO24300M24300,Mesa County,146723,CO,1
807999999,707,712,898,1233,1376,8,NCNTY08079N08079,Mineral County,712,CO,0
808199999,690,708,810,1129,1418,8,NCNTY08081N08081,Moffat County,13795,CO,0
808399999,618,622,785,1129,1379,8,NCNTY08083N08083,Montezuma County,25535,CO,0
808599999,662,666,881,1210,1214,8,NCNTY08085N08085,Montrose County,41276,CO,0
808799999,562,605,800,1044,1176,8,NCNTY08087N08087,Morgan County,28159,CO,0
808999999,597,601,795,996,1218,8,NCNTY08089N08089,Otero County,18831,CO,0
809199999,767,908,1194,1554,1829,8,NCNTY08091N08091,Ouray County,4436,CO,0
809399999,1029,1204,1508,2119,2461,8,METRO19740M19740,Park County,16206,CO,1
809599999,554,558,738,925,1128,8,NCNTY08095N08095,Phillips County,4442,CO,0
809799999,1108,1304,1725,2323,2332,8,NCNTY08097N08097,Pitkin County,17148,CO,0
809999999,596,603,700,970,1133,8,NCNTY08099N08099,Prowers County,12551,CO,0
810199999,657,661,875,1222,1392,8,METRO39380M39380,Pueblo County,159063,CO,1
810399999,667,671,847,1141,1145,8,NCNTY08103N08103,Rio Blanco County,6666,CO,0
810599999,596,611,700,1012,1105,8,NCNTY08105N08105,Rio Grande County,11982,CO,0
810799999,967,974,1288,1853,1973,8,NCNTY08107N08107,Routt County,23509,CO,0
810999999,526,529,700,1012,1042,8,NCNTY08109N08109,Saguache County,6108,CO,0
811199999,859,864,1115,1397,1708,8,NCNTY08111N08111,San Juan County,699,CO,0
811399999,939,1105,1461,1960,2250,8,NCNTY08113N08113,San Miguel County,7359,CO,0
811599999,526,529,700,877,1046,8,NCNTY08115N08115,Sedgwick County,2379,CO,0
811799999,1099,1107,1464,1834,2243,8,NCNTY08117N08117,Summit County,27994,CO,0
811999999,686,807,1068,1544,1812,8,METRO17820N08119,Teller County,23350,CO,1
812199999,610,625,716,897,1097,8,NCNTY08121N08121,Washington County,4814,CO,0
812399999,658,796,992,1434,1742,8,METRO24540M24540,Weld County,252825,CO,1
812599999,529,532,704,1017,1074,8,NCNTY08125N08125,Yuma County,10043,CO,0
900104720,1017,1253,1583,1983,2498,9,METRO14860MM1930,Fairfield County,18584,CT,1
900108070,858,1032,1293,1631,2028,9,METRO14860MM1160,Fairfield County,144229,CT,1
900108980,1017,1253,1583,1983,2498,9,METRO14860MM1930,Fairfield County,16452,CT,1
900118500,1017,1253,1583,1983,2498,9,METRO14860MM1930,Fairfield County,80893,CT,1
900118850,1211,1517,1885,2404,2752,9,METRO14860MM8040,Fairfield County,20732,CT,1
900123890,858,1032,1293,1631,2028,9,METRO14860MM1160,Fairfield County,7490,CT,1
900126620,858,1032,1293,1631,2028,9,METRO14860MM1160,Fairfield County,59404,CT,1
900133620,1211,1517,1885,2404,2752,9,METRO14860MM8040,Fairfield County,61171,CT,1
900148620,858,1032,1293,1631,2028,9,METRO14860MM1160,Fairfield County,19479,CT,1
900150580,1211,1517,1885,2404,2752,9,METRO14860MM8040,Fairfield County,19738,CT,1
900150860,1017,1253,1583,1983,2498,9,METRO14860MM1930,Fairfield County,13881,CT,1
900152980,1017,1253,1583,1983,2498,9,METRO14860MM1930,Fairfield County,27560,CT,1
900156060,1211,1517,1885,2404,2752,9,METRO14860MM8040,Fairfield County,85603,CT,1
900163480,1017,1253,1583,1983,2498,9,METRO14860MM1930,Fairfield County,9158,CT,1
900163970,1017,1253,1583,1983,2498,9,METRO14860MM1930,Fairfield County,24638,CT,1
