fips,fmr_0,fmr_1,fmr_2,fmr_3,fmr_4,state,hud_area_code,countyname,pop,state_alpha,metro
105799999,474,538,612,789,878,1,NCNTY01057N01057,Fayette County,16655,AL,0
105999999,474,524,612,775,829,1,NCNTY01059N01059,Franklin County,31505,AL,0
106199999,503,506,666,875,995,1,METRO20020M20020,Geneva County,26570,AL,1
106399999,474,538,612,815,837,1,NCNTY01063N01063,Greene County,8535,AL,0
106599999,719,737,885,1131,1199,1,METRO46220M46220,Hale County,14995,AL,1
106799999,479,520,612,815,1075,1,METRO20020N01067,Henry County,17110,AL,1
106999999,503,506,666,875,995,1,METRO20020M20020,Houston County,104110,AL,1
107199999,422,550,647,806,876,1,NCNTY01071N01071,Jackson County,52325,AL,0
107399999,804,861,986,1291,1425,1,METRO13820M13820,Jefferson County,659460,AL,1
107599999,474,538,612,875,878,1,NCNTY01075N01075,Lamar County,14020,AL,0
107799999,498,565,714,913,1191,1,METRO22520M22520,Lauderdale County,92590,AL,1
107999999,480,546,687,889,950,1,METRO19460M19460,Lawrence County,33290,AL,1
108199999,564,623,811,1066,1242,1,METRO12220M12220,Lee County,156595,AL,1
108399999,567,660,782,1040,1373,1,METRO26620M26620,Limestone County,91695,AL,1
108599999,583,702,830,1047,1425,1,METRO33860M33860,Lowndes County,10360,AL,1
108799999,480,484,637,794,1115,1,NCNTY01087N01087,Macon County,19360,AL,0
108999999,567,660,782,1040,1373,1,METRO26620M26620,Madison County,353215,AL,1
109199999,474,538,612,883,1075,1,NCNTY01091N01091,Marengo County,19745,AL,0
109399999,462,465,612,820,1027,1,NCNTY01093N01093,Marion County,30060,AL,0
109599999,478,481,633,854,858,1,NCNTY01095N01095,Marshall County,94740,AL,0
109799999,693,699,874,1161,1288,1,METRO33660M33660,Mobile County,414330,AL,1
109999999,474,538,612,763,876,1,NCNTY01099N01099,Monroe County,21745,AL,0
110199999,583,702,830,1047,1425,1,METRO33860M33860,Montgomery County,227120,AL,1
110399999,480,546,687,889,950,1,METRO19460M19460,Morgan County,119155,AL,1
110599999,522,538,612,778,892,1,NCNTY01105N01105,Perry County,9680,AL,0
110799999,486,489,612,826,829,1,METRO46220N01107,Pickens County,20170,AL,1
110999999,455,546,622,843,892,1,NCNTY01109N01109,Pike County,33285,AL,0
111199999,474,537,612,838,841,1,NCNTY01111N01111,Randolph County,22530,AL,0
111399999,594,670,790,1062,1387,1,METRO17980M17980,Russell County,58480,AL,1
111599999,804,861,986,1291,1425,1,METRO13820M13820,St. Clair County,86935,AL,1
111799999,804,861,986,1291,1425,1,METRO13820M13820,Shelby County,208720,AL,1
111999999,557,561,739,921,1001,1,NCNTY01119N01119,Sumter County,13085,AL,0
112199999,486,489,644,829,911,1,NCNTY01121N01121,Talladega County,80890,AL,0
112399999,507,517,612,872,1031,1,NCNTY01123N01123,Tallapoosa County,40755,AL,0
112599999,719,737,885,1131,1199,1,METRO46220M46220,Tuscaloosa County,204425,AL,1
112799999,566,570,751,936,1044,1,METRO13820N01127,Walker County,64925,AL,1
112999999,478,489,618,794,837,1,NCNTY01129N01129,Washington County,16745,AL,0
113199999,474,538,612,874,878,1,NCNTY01131N01131,Wilcox County,10920,AL,0
113399999,462,465,612,883,898,1,NCNTY01133N01133,Winston County,23970,AL,0
201399999,845,913,1203,1499,1630,2,NCNTY02013N02013,Aleutians East Borough,3340,AK,0
201699999,1144,1333,1755,2187,2612,2,NCNTY02016N02016,Aleutians West Census Area,5785,AK,0
202099999,935,991,1305,1883,2291,2,METRO11260M11260,Anchorage Municipality,298225,AK,1
205099999,1234,1483,1688,2104,2287,2,NCNTY02050N02050,Bethel Census Area,17955,AK,0
206099999,844,954,1202,1622,1628,2,NCNTY02060N02060,Bristol Bay Borough,915,AK,0
206899999,1081,1184,1539,1918,2291,2,NCNTY02068N02068,Denali Borough,2305,AK,0
207099999,952,1154,1393,1893,1908,2,NCNTY02070N02070,Dillingham Census Area,4975,AK,0
209099999,863,1006,1325,1911,2326,2,METRO21820M21820,Fairbanks North Star Borough,100030,AK,1
210099999,742,813,1057,1457,1573,2,NCNTY02100N02100,Haines Borough,2535,AK,0
210599999,644,869,989,1332,1340,2,NCNTY02105N02105,Hoonah-Angoon Census Area,2145,AK,0
211099999,966,1154,1482,2132,2602,2,NCNTY02110N02110,Juneau City and Borough,32435,AK,0
212299999,896,905,1192,1604,1723,2,NCNTY02122N02122,Kenai Peninsula Borough,57960,AK,0
213099999,921,1074,1414,1917,2455,2,NCNTY02130N02130,Ketchikan Gateway Borough,13745,AK,0
215099999,1019,1087,1432,2066,2074,2,NCNTY02150N02150,Kodiak Island Borough,13775,AK,0
215899999,662,732,943,1175,1277,2,NCNTY02158N02158,Kusilvak Census Area,8130,AK,0
216499999,637,726,907,1194,1592,2,NCNTY02164N02164,Lake and Peninsula Borough,1300,AK,0
217099999,741,792,1043,1505,1831,2,METRO11260N02170,Matanuska-Susitna Borough,101135,AK,1
218099999,1281,1398,1685,2100,2283,2,NCNTY02180N02180,Nome Census Area,9870,AK,0
218599999,1111,1190,1482,1847,2008,2,NCNTY02185N02185,North Slope Borough,9755,AK,0
218899999,1205,1213,1412,1906,1913,2,NCNTY02188N02188,Northwest Arctic Borough,7715,AK,0
219599999,767,957,1177,1467,1860,2,NCNTY02195N02195,Petersburg Borough,3275,AK,0
219899999,810,847,1115,1389,1510,2,NCNTY02198N02198,Prince of Wales-Hyder Census Area,6475,AK,0
222099999,950,1085,1293,1846,2233,2,NCNTY02220N02220,Sitka City and Borough,8810,AK,0
223099999,995,1177,1380,1797,2054,2,NCNTY02230N02230,Skagway Municipality,1040,AK,0
224099999,911,1102,1297,1871,1951,2,NCNTY02240N02240,Southeast Fairbanks Census Area,6890,AK,0
226199999,809,1090,1241,1546,1847,2,NCNTY02261N02261,Valdez-Cordova Census Area,9440,AK,0
227599999,764,766,1009,1307,1502,2,NCNTY02275N02275,Wrangell City and Borough,2475,AK,0
228299999,863,933,1229,1532,1829,2,NCNTY02282N02282,Yakutat City and Borough,680,AK,0
229099999,573,717,816,1177,1433,2,NCNTY02290N02290,Yukon-Koyukuk Census Area,5455,AK,0
400199999,502,589,723,980,1117,4,NCNTY04001N04001,Apache County,71600,AZ,0
400399999,654,658,857,1236,1505,4,METRO43420M43420,Cochise County,126515,AZ,1
400599999,964,1024,1266,1653,2003,4,METRO22380M22380,Coconino County,138640,AZ,1
400799999,697,700,922,1244,1249,4,NCNTY04007N04007,Gila County,53145,AZ,0
400999999,590,727,853,1231,1362,4,NCNTY04009N04009,Graham County,37700,AZ,0
401199999,494,627,714,937,1036,4,NCNTY04011N04011,Greenlee County,9370,AZ,0
401299999,593,651,857,1162,1212,4,NCNTY04012N04012,La Paz County,20475,AZ,0
401399999,847,958,1173,1676,1916,4,METRO38060M38060,Maricopa County,4155500,AZ,1
401599999,630,698,871,1256,1385,4,METRO29420M29420,Mohave County,204690,AZ,1
401799999,585,618,802,1087,1162,4,NCNTY04017N04017,Navajo County,107900,AZ,0
401999999,618,721,949,1369,1618,4,METRO46060M46060,Pima County,1007255,AZ,1
402199999,847,958,1173,1676,1916,4,METRO38060M38060,Pinal County,405535,AZ,1
402399999,533,571,752,1015,1019,4,NCNTY04023N04023,Santa Cruz County,46360,AZ,0
402599999,714,781,1026,1438,1501,4,METRO39140M39140,Yavapai County,220970,AZ,1
402799999,572,621,816,1177,1433,4,METRO49740M49740,Yuma County,204280,AZ,1
500199999,468,487,642,847,907,5,NCNTY05001N05001,Arkansas County,18350,AR,0
500399999,459,543,630,853,853,5,NCNTY05003N05003,Ashley County,20770,AR,0
500599999,478,531,699,871,947,5,NCNTY05005N05005,Baxter County,41095,AR,0
500799999,584,630,807,1149,1417,5,METRO22220M22220,Benton County,251825,AR,1
500999999,459,503,630,909,969,5,NCNTY05009N05009,Boone County,37210,AR,0
501199999,459,520,630,801,1074,5,NCNTY05011N05011,Bradley County,10995,AR,0
501399999,493,531,677,844,976,5,NCNTY05013N05013,Calhoun County,5195,AR,0
501599999,485,507,638,795,876,5,NCNTY05015N05015,Carroll County,27780,AR,0
501799999,459,553,630,849,960,5,NCNTY05017N05017,Chicot County,11010,AR,0
501999999,434,518,630,829,988,5,NCNTY05019N05019,Clark County,22495,AR,0
502199999,459,478,630,807,1106,5,NCNTY05021N05021,Clay County,15190,AR,0
502399999,495,516,680,877,949,5,NCNTY05023N05023,Cleburne County,25360,AR,0
502599999,519,541,713,891,1104,5,METRO38220M38220,Cleveland County,8330,AR,1
502799999,499,504,630,848,992,5,NCNTY05027N05027,Columbia County,23990,AR,0
502999999,436,478,630,820,932,5,NCNTY05029N05029,Conway County,20955,AR,0
503199999,517,628,793,1088,1249,5,METRO27860MM3700,Craighead County,104245,AR,1
503399999,498,521,686,950,1121,5,METRO22900M22900,Crawford County,62120,AR,1
503599999,665,755,884,1203,1374,5,METRO32820M32820,Crittenden County,49280,AR,1
503799999,499,520,685,866,1019,5,NCNTY05037N05037,Cross County,17165,AR,0
503999999,459,478,630,878,882,5,NCNTY05039N05039,Dallas County,7585,AR,0
504199999,459,478,630,853,908,5,NCNTY05041N05041,Desha County,12095,AR,0
504399999,459,478,630,841,872,5,NCNTY05043N05043,Drew County,18620,AR,0
504599999,640,688,804,1082,1267,5,METRO30780M30780,Faulkner County,121280,AR,1
504799999,459,553,630,786,908,5,NCNTY05047N05047,Franklin County,17805,AR,0
504999999,459,478,630,887,978,5,NCNTY05049N05049,Fulton County,12090,AR,0
505199999,554,586,772,971,1202,5,METRO26300M26300,Garland County,97995,AR,1
505399999,566,608,709,884,1006,5,METRO30780N05053,Grant County,18075,AR,1
505599999,505,608,693,976,1147,5,NCNTY05055N05055,Greene County,44195,AR,0
505799999,468,488,643,801,902,5,NCNTY05057N05057,Hempstead County,22155,AR,0
505999999,461,520,633,831,1044,5,NCNTY05059N05059,Hot Spring County,33480,AR,0
506199999,464,500,630,802,908,5,NCNTY05061N05061,Howard County,13470,AR,0
506399999,485,501,660,822,894,5,NCNTY05063N05063,Independence County,37095,AR,0
506599999,433,478,630,811,853,5,NCNTY05065N05065,Izard County,13520,AR,0
506799999,453,478,630,785,948,5,NCNTY05067N05067,Jackson County,17430,AR,0
506999999,519,541,713,891,1104,5,METRO38220M38220,Jefferson County,71375,AR,1
507199999,454,487,642,817,963,5,NCNTY05071N05071,Johnson County,26155,AR,0
507399999,459,516,630,835,972,5,NCNTY05073N05073,Lafayette County,7050,AR,0
507599999,459,485,630,836,993,5,NCNTY05075N05075,Lawrence County,16775,AR,0
507799999,459,482,630,909,1028,5,NCNTY05077N05077,Lee County,9615,AR,0
507999999,519,541,713,891,1104,5,METRO38220M38220,Lincoln County,13885,AR,1
508199999,475,478,630,892,1106,5,METRO45500N05081,Little River County,12495,AR,1
508399999,459,525,630,791,853,5,NCNTY05083N05083,Logan County,21800,AR,0
508599999,640,688,804,1082,1267,5,METRO30780M30780,Lonoke County,71570,AR,1
508799999,584,630,807,1149,1417,5,METRO22220M22220,Madison County,15905,AR,1
508999999,422,503,630,785,1074,5,NCNTY05089N05089,Marion County,16375,AR,0
509199999,611,624,792,996,1286,5,METRO45500M45500,Miller County,43760,AR,1
509399999,420,490,645,811,874,5,NCNTY05093N05093,Mississippi County,43535,AR,0
509599999,459,505,630,843,1026,5,NCNTY05095N05095,Monroe County,7420,AR,0
509799999,491,494,630,854,1106,5,NCNTY05097N05097,Montgomery County,9060,AR,0
509999999,533,556,732,912,1056,5,NCNTY05099N05099,Nevada County,8530,AR,0
510199999,459,478,630,905,908,5,NCNTY05101N05101,Newton County,7900,AR,0
510399999,538,541,630,850,853,5,NCNTY05103N05103,Ouachita County,24380,AR,0
510599999,640,688,804,1082,1267,5,METRO30780M30780,Perry County,10320,AR,1
510799999,433,478,630,898,1106,5,NCNTY05107N05107,Phillips County,19520,AR,0
510999999,538,553,630,824,1041,5,NCNTY05109N05109,Pike County,10895,AR,0
511199999,475,478,630,833,911,5,METRO27860N05111,Poinsett County,24100,AR,1
511399999,418,496,630,785,1060,5,NCNTY05113N05113,Polk County,20210,AR,0
511599999,480,498,656,946,973,5,NCNTY05115N05115,Pope County,63370,AR,0
511799999,459,478,630,785,908,5,NCNTY05117N05117,Prairie County,8310,AR,0
511999999,640,688,804,1082,1267,5,METRO30780M30780,Pulaski County,392850,AR,1
512199999,459,478,630,817,908,5,NCNTY05121N05121,Randolph County,17515,AR,0
512399999,425,478,630,909,1086,5,NCNTY05123N05123,St. Francis County,26690,AR,0
512599999,640,688,804,1082,1267,5,METRO30780M30780,Saline County,116250,AR,1
512799999,459,478,630,785,908,5,NCNTY05127N05127,Scott County,10585,AR,0
512999999,459,500,630,883,908,5,NCNTY05129N05129,Searcy County,7925,AR,0
513199999,498,521,686,950,1121,5,METRO22900M22900,Sebastian County,127360,AR,1
513399999,410,526,630,785,908,5,NCNTY05133N05133,Sevier County,17205,AR,0
513599999,410,482,630,836,945,5,NCNTY05135N05135,Sharp County,17040,AR,0
513799999,461,481,633,789,858,5,NCNTY05137N05137,Stone County,12445,AR,0
513999999,539,555,632,901,1105,5,NCNTY05139N05139,Union County,40020,AR,0
514199999,468,488,643,801,871,5,NCNTY05141N05141,Van Buren County,16750,AR,0
514399999,584,630,807,1149,1417,5,METRO22220M22220,Washington County,223685,AR,1
514599999,494,537,678,943,1190,5,NCNTY05145N05145,White County,78705,AR,0
514799999,418,490,630,785,853,5,NCNTY05147N05147,Woodruff County,6765,AR,0
514999999,534,536,630,832,996,5,NCNTY05149N05149,Yell County,21600,AR,0
600199999,1488,1808,2239,3042,3720,6,METRO41860MM5775,Alameda County,1629615,CA,1
600399999,685,778,1014,1457,1617,6,NCNTY06003N06003,Alpine County,1205,CA,0
600599999,851,856,1128,1627,1908,6,NCNTY06005N06005,Amador County,37305,CA,0
600799999,761,842,1090,1567,1881,6,METRO17020M17020,Butte County,225205,CA,1
600999999,668,849,988,1425,1735,6,NCNTY06009N06009,Calaveras County,45055,CA,0
601199999,634,712,938,1353,1647,6,NCNTY06011N06011,Colusa County,21480,CA,0
601399999,1488,1808,2239,3042,3720,6,METRO41860MM5775,Contra Costa County,1123680,CA,1
601599999,661,775,978,1369,1571,6,NCNTY06015N06015,Del Norte County,27440,CA,0
601799999,952,1072,1349,1946,2368,6,METRO40900M40900,El Dorado County,185015,CA,1
601999999,691,787,980,1395,1621,6,METRO23420M23420,Fresno County,971615,CA,1
602199999,597,670,883,1100,1196,6,NCNTY06021N06021,Glenn County,27935,CA,0
602399999,687,806,1040,1500,1797,6,NCNTY06023N06023,Humboldt County,135490,CA,0
602599999,669,781,1027,1365,1744,6,METRO20940M20940,Imperial County,179955,CA,1
602799999,783,788,973,1313,1318,6,NCNTY06027N06027,Inyo County,18195,CA,0
602999999,711,726,946,1365,1624,6,METRO12540M12540,Kern County,878745,CA,1
603199999,841,861,1064,1535,1647,6,METRO25260M25260,Kings County,150185,CA,1
603399999,662,773,1016,1466,1567,6,NCNTY06033N06033,Lake County,64095,CA,0
603599999,609,684,901,1300,1403,6,NCNTY06035N06035,Lassen County,31470,CA,0
603799999,1279,1517,1956,2614,2857,6,METRO31080MM4480,Los Angeles County,10105720,CA,1
603999999,833,839,1105,1584,1717,6,METRO31460M31460,Madera County,154440,CA,1
604199999,2197,2720,3339,4365,4657,6,METRO41860MM7360,Marin County,260815,CA,1
604399999,716,804,1059,1376,1859,6,NCNTY06043N06043,Mariposa County,17660,CA,0
604599999,805,892,1173,1659,1932,6,NCNTY06045N06045,Mendocino County,87495,CA,0
604799999,651,782,947,1366,1652,6,METRO32900M32900,Merced County,267390,CA,1
604999999,520,585,770,1062,1228,6,NCNTY06049N06049,Modoc County,9015,CA,0
605199999,872,979,1290,1699,2058,6,NCNTY06051N06051,Mono County,14060,CA,0
605399999,1334,1467,1810,2606,2834,6,METRO41500M41500,Monterey County,433170,CA,1
605599999,1225,1427,1880,2712,2803,6,METRO34900M34900,Napa County,141005,CA,1
605799999,856,998,1314,1896,2052,6,NCNTY06057N06057,Nevada County,98840,CA,0
605999999,1563,1785,2216,3098,3578,6,METRO31080MM5945,Orange County,3155815,CA,1
606199999,952,1072,1349,1946,2368,6,METRO40900M40900,Placer County,374985,CA,1
606399999,619,722,916,1250,1453,6,NCNTY06063N06063,Plumas County,18725,CA,0
606599999,875,1030,1289,1789,2216,6,METRO40140M40140,Riverside County,2355000,CA,1
606799999,952,1072,1349,1946,2368,6,METRO40900M40900,Sacramento County,1495400,CA,1
606999999,1290,1298,1710,2467,3002,6,METRO41940N06069,San Benito County,58670,CA,1
607199999,875,1030,1289,1789,2216,6,METRO40140M40140,San Bernardino County,2121220,CA,1
607399999,1404,1566,2037,2894,3576,6,METRO41740M41740,San Diego County,3283665,CA,1
607599999,2197,2720,3339,4365,4657,6,METRO41860MM7360,San Francisco County,864265,CA,1
607799999,745,869,1144,1650,2009,6,METRO44700M44700,San Joaquin County,724155,CA,1
607999999,1153,1275,1657,2390,2909,6,METRO42020M42020,San Luis Obispo County,280120,CA,1
608199999,2197,2720,3339,4365,4657,6,METRO41860MM7360,San Mateo County,763450,CA,1
608399999,1684,1964,2324,3101,3572,6,METRO42200M42200,Santa Barbara County,442995,CA,1
608599999,2103,2458,2970,3943,4525,6,METRO41940M41940,Santa Clara County,1911225,CA,1
608799999,1641,1913,2519,3342,3746,6,METRO42100M42100,Santa Cruz County,273265,CA,1
608999999,630,744,966,1394,1696,6,METRO39820M39820,Shasta County,178920,CA,1
609199999,858,975,1270,1825,2026,6,NCNTY06091N06091,Sierra County,2885,CA,0
609399999,591,650,856,1218,1344,6,NCNTY06093N06093,Siskiyou County,43530,CA,0
609599999,1124,1318,1589,2292,2790,6,METRO46700M46700,Solano County,434980,CA,1
609799999,1302,1489,1949,2798,3302,6,METRO42220M42220,Sonoma County,500945,CA,1
609999999,788,885,1105,1567,1846,6,METRO33700M33700,Stanislaus County,535685,CA,1
610199999,838,844,1087,1568,1908,6,METRO49700M49700,Sutter County,95585,CA,1
610399999,649,689,908,1216,1304,6,NCNTY06103N06103,Tehama County,63245,CA,0
610599999,576,684,852,1229,1359,6,NCNTY06105N06105,Trinity County,13035,CA,0
610799999,710,714,941,1312,1534,6,METRO47300M47300,Tulare County,458810,CA,1
610999999,694,827,1015,1453,1774,6,NCNTY06109N06109,Tuolumne County,53900,CA,0
611199999,1266,1503,1943,2709,3243,6,METRO37100M37100,Ventura County,847835,CA,1
611399999,1010,1066,1404,2025,2432,6,METRO40900MM9270,Yolo County,212605,CA,1
611599999,838,844,1087,1568,1908,6,METRO49700M49700,Yuba County,74645,CA,1
800199999,1114,1260,1566,2163,2488,8,METRO19740M19740,Adams County,487850,CO,1
800399999,606,609,749,984,1162,8,NCNTY08003N08003,Alamosa County,16345,CO,0
800599999,1114,1260,1566,2163,2488,8,METRO19740M19740,Arapahoe County,626610,CO,1
800799999,693,698,919,1171,1605,8,NCNTY08007N08007,Archuleta County,12590,CO,0
800999999,606,609,714,1030,1254,8,NCNTY08009N08009,Baca County,3580,CO,0
801199999,594,597,714,890,967,8,NCNTY08011N08011,Bent County,5805,CO,0
801399999,1273,1412,1717,2381,2686,8,METRO14500M14500,Boulder County,316780,CO,1
801499999,1114,1260,1566,2163,2488,8,METRO19740M19740,Broomfield County,64285,CO,1
801599999,536,722,822,1149,1275,8,NCNTY08015N08015,Chaffee County,18820,CO,0
801799999,539,542,714,914,1107,8,NCNTY08017N08017,Cheyenne County,2125,CO,0
801999999,1114,1260,1566,2163,2488,8,METRO19740M19740,Clear Creek County,9255,CO,1
802199999,572,576,714,920,967,8,NCNTY08021N08021,Conejos County,8145,CO,0
802399999,572,576,714,890,1107,8,NCNTY08023N08023,Costilla County,3630,CO,0
802599999,587,596,732,975,992,8,NCNTY08025N08025,Crowley County,5515,CO,0
802799999,562,566,745,970,1308,8,NCNTY08027N08027,Custer County,4505,CO,0
802999999,664,668,880,1118,1192,8,NCNTY08029N08029,Delta County,30215,CO,0
803199999,1114,1260,1566,2163,2488,8,METRO19740M19740,Denver County,678465,CO,1
803399999,609,627,714,1030,1107,8,NCNTY08033N08033,Dolores County,1735,CO,0
803599999,1114,1260,1566,2163,2488,8,METRO19740M19740,Douglas County,320940,CO,1
803799999,934,1120,1434,1787,1943,8,NCNTY08037N08037,Eagle County,53725,CO,0
803999999,1114,1260,1566,2163,2488,8,METRO19740M19740,Elbert County,24555,CO,1
804199999,743,897,1141,1646,2003,8,METRO17820M17820,El Paso County,674825,CO,1
804399999,593,597,786,1121,1202,8,NCNTY08043N08043,Fremont County,46600,CO,0
804599999,866,872,1140,1551,1982,8,NCNTY08045N08045,Garfield County,57945,CO,0
804799999,1114,1260,1566,2163,2488,8,METRO19740M19740,Gilpin County,5795,CO,1
804999999,660,769,1013,1356,1730,8,NCNTY08049N08049,Grand County,14795,CO,0
805199999,718,722,874,1243,1534,8,NCNTY08051N08051,Gunnison County,16215,CO,0
805399999,552,676,769,1049,1193,8,NCNTY08053N08053,Hinsdale County,820,CO,0
805599999,589,593,733,913,1137,8,NCNTY08055N08055,Huerfano County,6500,CO,0
805799999,685,689,855,1166,1326,8,NCNTY08057N08057,Jackson County,1370,CO,0
805999999,1114,1260,1566,2163,2488,8,METRO19740M19740,Jefferson County,564030,CO,1
806199999,685,689,855,1166,1326,8,NCNTY08061N08061,Kiowa County,1370,CO,0
806399999,549,553,728,997,1278,8,NCNTY08063N08063,Kit Carson County,7845,CO,0
806599999,670,682,787,1119,1206,8,NCNTY08065N08065,Lake County,7480,CO,0
806799999,824,864,983,1418,1522,8,NCNTY08067N08067,La Plata County,54470,CO,0
806999999,906,1014,1244,1795,2184,8,METRO22660M22660,Larimer County,330975,CO,1
807199999,587,591,778,1122,1159,8,NCNTY08071N08071,Las Animas County,14150,CO,0
807399999,572,576,758,981,1331,8,NCNTY08073N08073,Lincoln County,5520,CO,0
807599999,628,632,748,1079,1225,8,NCNTY08075N08075,Logan County,21885,CO,0
807799999,713,786,1035,1493,1817,8,METRO24300M24300,Mesa County,148800,CO,1
807999999,685,689,855,1166,1326,8,NCNTY08079N08079,Mineral County,835,CO,0
808199999,621,638,762,1019,1277,8,NCNTY08081N08081,Moffat County,13055,CO,0
808399999,594,598,787,1039,1311,8,NCNTY08083N08083,Montezuma County,25770,CO,0
808599999,616,620,817,1151,1155,8,NCNTY08085N08085,Montrose County,40910,CO,0
808799999,515,601,791,997,1187,8,NCNTY08087N08087,Morgan County,28125,CO,0
808999999,570,574,756,942,1173,8,NCNTY08089N08089,Otero County,18325,CO,0
809199999,755,880,1159,1444,1798,8,NCNTY08091N08091,Ouray County,4655,CO,0
809399999,1114,1260,1566,2163,2488,8,METRO19740M19740,Park County,16900,CO,1
809599999,539,542,714,963,1076,8,NCNTY08095N08095,Phillips County,4325,CO,0
809799999,1029,1199,1579,2131,2139,8,NCNTY08097N08097,Pitkin County,17745,CO,0
809999999,609,627,714,926,1137,8,NCNTY08099N08099,Prowers County,12085,CO,0
810199999,632,636,838,1140,1321,8,METRO39380M39380,Pueblo County,163370,CO,1
810399999,608,612,806,1071,1103,8,NCNTY08103N08103,Rio Blanco County,6555,CO,0
810599999,572,576,714,975,995,8,NCNTY08105N08105,Rio Grande County,11430,CO,0
810799999,926,932,1228,1691,2061,8,NCNTY08107N08107,Routt County,24360,CO,0
810999999,539,542,714,964,967,8,NCNTY08109N08109,Saguache County,6340,CO,0
811199999,774,778,1004,1258,1538,8,NCNTY08111N08111,San Juan County,570,CO,0
811399999,884,1030,1357,1877,2105,8,NCNTY08113N08113,San Miguel County,7805,CO,0
811599999,539,542,714,890,1162,8,NCNTY08115N08115,Sedgwick County,2355,CO,0
811799999,1086,1098,1414,1762,2193,8,NCNTY08117N08117,Summit County,29720,CO,0
811999999,727,847,1116,1610,1858,8,METRO17820N08119,Teller County,23770,CO,1
812199999,609,627,714,890,1107,8,NCNTY08121N08121,Washington County,4810,CO,0
812399999,709,845,1046,1509,1833,8,METRO24540M24540,Weld County,285730,CO,1
812599999,539,542,714,1021,1046,8,NCNTY08125N08125,Yuma County,10110,CO,0
900104720,1140,1360,1749,2187,2680,9,METRO14860MM1930,Fairfield County,19525,CT,1
900108070,878,1077,1346,1706,2114,9,METRO14860MM1160,Fairfield County,147585,CT,1
900108980,1140,1360,1749,2187,2680,9,METRO14860MM1930,Fairfield County,17065,CT,1
900118500,1140,1360,1749,2187,2680,9,METRO14860MM1930,Fairfield County,84575,CT,1
900118850,1356,1701,2079,2616,2926,9,METRO14860MM8040,Fairfield County,21740,CT,1
900123890,878,1077,1346,1706,2114,9,METRO14860MM1160,Fairfield County,7605,CT,1
900126620,878,1077,1346,1706,2114,9,METRO14860MM1160,Fairfield County,61610,CT,1
900133620,1356,1701,2079,2616,2926,9,METRO14860MM8040,Fairfield County,62780,CT,1
900148620,878,1077,1346,1706,2114,9,METRO14860MM1160,Fairfield County,19765,CT,1
900150580,1356,1701,2079,2616,2926,9,METRO14860MM8040,Fairfield County,20355,CT,1
900150860,1140,1360,1749,2187,2680,9,METRO14860MM1930,Fairfield County,14090,CT,1
900152980,1140,1360,1749,2187,2680,9,METRO14860MM1930,Fairfield County,28030,CT,1
900156060,1356,1701,2079,2616,2926,9,METRO14860MM8040,Fairfield County,88535,CT,1
900163480,1140,1360,1749,2187,2680,9,METRO14860MM1930,Fairfield County,9275,CT,1
